,content
733,#英雄联盟##LOL#泉水我太熟悉了，还是自己家的舒服！游戏分享师的微博视频
734,谁敢相信三十多的老阿姨居然在时光音乐会追星成功了！孟庭苇老歌+韩雪的《爱上优萃》，耳朵真的有福啦。尤其是韩雪的歌声真的甜甜的，别有一番滋味#时光音乐人爱上优萃#。@君乐宝奶粉自建有机牧场，奶源很安心。配方也是适合宝宝体质，有助于消化吸收，身边有孩子的亲戚也都囤了不少。看国货越来越好 ...全文
735,在家成功复刻街边掉渣烧饼，做法简单，底部酥脆，上面柔软，肉香四溢，真的太好吃了~#冬日的路边摊有多好吃#DIY-私房菜的微博视频
736,【紧急提醒！有人冒充警察实施电信诈骗】#龙头身边事#有警官证、有拘捕令，骗子这番阵仗吓坏了伊春的李女士，差点把自己的存款都搭进去。近日，伊春市公安局乌翠分局路南派出所成功阻止一起电信诈骗案。近日，乌翠区李女士接到一个陌生电话，对方自称是天津市公安局民警，因李女士涉嫌一起诈骗案， ...全文
737,#速读六中全会#坚持统一战线 团结就是力量网页链接
738,#临沂一老人清晨迷路交警暖心救助#2021年12月9日上午8时许，城区二中队辅警吴桥、徐振鲁结束文明路第二实验小学的助学岗工作后，驱车返回中队。驾车行驶至205国道与建设路交汇处时，看到一位老奶奶拿起拐杖指向警车，像是有什么话要说。吴桥立刻将警车停好，下车询问老奶奶有什么需要帮助的。老奶奶说 ...全文
739,#长春严查公积金住房贷款个人信用状况#长春市住房公积金管理中心获悉，长春市住房公积金管理中心发布《关于加强对住房公积金个人住房贷款借款申请人信用状况审查的通知》，自2022年1月1日起，对申请住房公积金个人住房贷款的主借款人和共同借款人，严格审查个人信用状况，有信用不良记录的，不予贷款 ...全文
740,#证监会对一股民罚没4.46亿元#其中，操纵“天铁股份”使用31个账户，操纵“嘉澳环保”使用32个账户，操纵“鼎捷软件”使用42个账户，操纵“瑞普生物”使用49个账户。新浪证券的微博视频
741,【黑龙江省最新疫情通报】2021年12月5日0-24时，黑龙江省新增本土确诊病例7例（哈尔滨市南岗区5例、道里区1例、松北区1例），其中集中隔离观察期间发现6例、全员核酸筛查发现1例。当日治愈出院本土确诊病例2例（黑河市爱辉区）。截至2021年12月5日24时，全省现有本土确诊病例34例，现有本土无症状感染 ...全文
742,【行政拘留10日！#哈尔滨警方抓获一名伪造核酸报告违法行为人#】#哈尔滨疫情#12月5日10时许，哈尔滨市公安局道外分局五星防疫卡口执勤民警张景良、富庶在对过往车辆进行检查时发现，一辆车牌号为黑NJ93＊＊的货车司机苗某神情慌张，其提供的核酸检测报告有修改嫌疑。按照“三逐两必”（“逐车、逐人、 ...全文
743,【#男子练自制独轮车20年#小独轮车轮子仅有1元硬币大小】12月8日，山东济南的某个公园内，34岁的李猛正在表演独轮车跳绳。李猛表示，小时候自己在村里看老艺人表演杂技，被独轮车深深吸引，到现在已经练独轮车20年了。他所用的独轮车都是自己设计制作的，他的独轮车有3个特点：小、高、奇。 ...全文
744,#27岁的陶虹有多惊艳#金鸡奖四十周年《蓝羽会客厅》访谈录，本期做客嘉宾——第18届中国电影金鸡奖最佳女主角奖获得者@小陶虹。#金鸡40年影人访谈#从运动题材电影《黑眼睛》中饰演盲人运动员丁丽华，到2019年担任国风动画电影《风语咒》出品人，陶虹用充满灵气的表演、治愈系的笑容和潇洒的跨界态度 ...全文
745,【太上头了！#天津一大学生翻唱反诈歌曲#】近日，天津传媒学院的同学翻唱了反诈歌曲，希望同学们能提升反诈安全意识，也通过歌曲，带给大家满满正能量。#天津#我是小鹏学长的微博视频
746,戈登：我觉得我们队有个内奸 。#NBA##篮球年末狂欢月#阿三体育的微博视频
747,#周晓鸥组动起来舞台设计感##追光吧一公直拍#@满江《动起来》直拍已送达！All black黑色大衣更显沉稳，低沉嗓音搭配动感音乐，舞台多样的运动元素展现出无限生命力！#追光吧#追光吧的微博视频
748,【习近平在中共中央政治局第三十五次集体学习时强调 坚定不移走中国特色社会主义法治道路 更好推进中国特色社会主义法治体系建设】中共中央政治局12月6日下午就建设中国特色社会主义法治体系进行第三十五次集体学习。中共中央总书记习近平在主持学习时强调，我国正处在实现中华民族伟大复兴的关键时期 ...全文
749,#健身房看来可以有新项目了#既能满足胜负欲，又能锻炼身体，一举两得了推图鹅的微博视频
750,"万人追捧的女星，竟只是个程序 ""#电影推荐#榜奶奶的微博视频"
751,#蔡某某演唱会违规演出#吃了一下午瓜，终于理清楚这个事儿了。原价售票和赠票当时给但到医护人员，完全是善意之举，并没有违规收入，活动也遵照防疫规范举行。演出许可证写得很清楚，也就是说有演艺许可，无违法收入所得，票价没抬价没溢价。演艺协助里有个单位没有参与申报有纰漏，所谓的侵权还是蔡 ...全文
752,#每天带饭真的很丢人吗#为什么要在背后议论？原作者：@王一博85号粉丝头子
753,空气炸锅食谱攻略做法｜种草必Mark
754,#郭晶晶马龙许昕合照#郭晶晶 马龙 许昕合照来了！三位在各自领域为国争光！太棒了！
755,笨蛋！躲进去就爬不出来了吧ig：romysamoyed萨摩耶受益者联盟的微博视频
756,#孙卓表示不希望养父母被判刑#孙卓称，如果“养父母”被判刑会生气，找回儿子的孙海洋，第一时间是稳定、照顾孩子的情绪，即便心里万分不愿，也会选择尊重孩子的意愿。孩子回来了，又好像没回来。在孙爸爸14年的寻子路上，付出了太多的艰辛，更多很多人，如湖南#男子和孙海洋撞号6年不敢换号#的爱心 ...全文
757,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈领导：拍的很好，下次别拍了
758,粉粉嫩嫩❄️❄️❄️一定要打开最后一张的语音 ，有没有人告诉我好看在哪？
759,#原来求婚才是浪漫第一名#双向奔赴的爱情本身就是浪漫#年度欢乐放映厅##金牌译制#打开眼界的微博视频
760,新解锁的这个西红柿牛肉拌面面真的太好吃了低油低脂很健康宝子们赶紧安排吧#西红柿牛肉拌面太香了##美食真香现场#吃货菜菜的微博视频
761,余华:这本书叫《活着》所以那个豆瓣死不死
762,#综合素质#你的教资综合素质考得怎样？对此有什么想吐槽的呢？
763,渔民每次归来，猫咪们就有口福了！！
764,一份缇兰寄来的礼物陈小纭的微博视频
765,见过最真实的光剑挑战[开学季]英国报姐的微博视频
766,小甜的生活Vlog｜每一天 都要爱自己.每一天都很精彩每一天都很忙碌每一天都在不知不觉中迎来夜晚.🍹一半天使一半魔鬼：朗姆酒、混合果汁🍹芋见你：金酒、柑橘酒、香芋小甜游世界的微博视频
767,东哥的比赛圆满结束了从休斯顿等到新加坡的签名短袖 比赛结束还没有忘记我拜托他的事情实在是被感动到 感谢东哥（顺手自拍🤳 下次不要戴口罩的啦上次直播说要跟东哥搭档双打的梦想会实现吧？！哈哈哈@樊振东吧-天际樊星田志希...全文
768,世上本没有水军，但脑子进水的人多了，就组成了水军。——鲁迅
769,【新疆故事：#新疆女孩坚持用宝石作画26年#】#新疆女孩用宝石作画26年#新疆阿勒泰是一个盛产宝石的地方，26年前刘全霞因为被阿勒泰五颜六色的石头吸引，就想到要用石头去做画。她突破了工笔类、水彩类、大写意等不同风格的宝石画创作，同时她也创作了不少展示新疆美景的风景画，所教的学生更是获得了 ...全文
770,#台嫌犯由厦门被押返台北#视频很有趣。这么一个已经被大陆逮捕并且移交过来的逃犯，大陆方面只派了两名穿着防护衣的干警就把人送过来了，貌似没带枪，全部装备只有一副铐子一把钥匙。台湾这面确实高度紧张全副武装，防弹衣夜视仪全都用上了，知道的是接逃犯，不知道的还以为是什么军事行动，在松山机 ...全文
771,#大湾仔定价格局打开了##大湾仔的夜#“碟头饭之夜”大湾区哥哥与全师傅商量定价时从每人32元跳转到1088元，这定价“格局”好大。虽然嘴上说着定高价，店长@陳小春却因芙蓉蛋太咸、煎焦了等种种原因决定免单，还表示今天就当和大家做个朋友，张智霖称营业的经验更加宝贵，从999到免费，大湾仔定价的格 ...全文
772,【百城新房及二手房价格下跌城市数量创新高】#西安11月二手房均价16636元每平#临近年底，虽然房企采取多种优惠促销手段，但购房者入市动力不足，各主要城市群新房、二手房市场齐降温。根据中国房地产指数系统百城价格指数，百城新房及二手房价格下跌城市数量均创新高。新建住宅方面，11月环比下跌城市 ...全文
773,#拍蝇侠#【阿拉善职业技术学院原工会副主席王海文严重违法被开除公职】日前，经阿拉善盟委批准，阿拉善盟监委对阿拉善职业技术学院原工会副主席王海文严重违法问题进行了立案调查。经查，王海文身为领导干部，违反中央八项规定精神，收受可能影响公正执行公务的礼品；违反组织要求，隐瞒不报个人有关 ...全文
774,假期在家，这么吃汉堡，够爽吧！🍔#视频制作人出道计划##不可辜负的美食#@鲜城·韩绾绾·的微博视频
775,#斓曦 #这还是我认识的眉姐姐吗？家庭地位一目了然，把李府上下拿捏的死死的剪刀手爱大侠的微博视频
776,#896快讯#内情曝光！男孩认出14年前拐卖自己和孙卓的人贩是同一人！武汉交通广播的微博视频
777,#和北京冬奥一起向未来#共同的美好祝愿，别样的精彩演绎，演员@辣目洋子清唱北京2022年冬奥主题口号推广歌曲《一起向未来》为北京冬奥助力，赶快加入#全民唱响一起向未来#主题活动，一起遇见美好，拥抱未来！#乐享冬奥#北京广播电视台的微博视频
778,【#北京清水河冬日天鹅舞#】近日，一群天鹅在北京市密云区太师屯镇清水河栖息觅食、嬉戏追逐，成为冬日里的美丽景观。
779,【实探！#无纸化购票要多花2元手续费#市民：不应该由旅客买单】有网友反映西安城西客运站推广“无纸化购票”却要多付2元手续费，直言“有点坑”。实地探访后发现，去往同一个目的地，用手机扫码购票第三方平台确实要收2元的服务费。市民张女士认为，推行无纸化车票符合绿色出行的方向，但是这个成本 ...全文
